,Product_ID,Review_ID,Sentence_ID,Sentence,Clean_Sentences,Frequent_Features,Classes,Opinion Words,Effective_Opinions,Infrequent_Features,Sentiment_Class
4886,15.0,2748.0,5621.0,this is a good deal for music and data storage .,good deal music data storag,"['storage', 'music']",1.0,{'good'},set(),['good deal'],1.0
4888,15.0,2749.0,5623.0,the main problem with the nomad jukebox zen xtra 30 gb is the software .,main problem nomad jukebox zen xtra gb softwar,"['zen xtra', 'zen software', 'nomad zen', 'gb zen', 'gb xtra', 'gb software', 'nomad gb', 'zen', 'xtra', 'software', 'problem', 'nomad', 'jukebox', 'gb']",-1.0,{'main'},{'main'},['main problem'],1.0
4891,15.0,2749.0,5626.0,"the interface software itself , which should be user-friendly , was anything but easy-to-use .",interfac softwar user friend anyth easi use,"['software', 'interface']",-1.0,"{'easi', 'friend'}",set(),[],1.0
4894,15.0,2749.0,5629.0,the player itself has all sorts of problems .,player sort problem,"['problem', 'player']",-1.0,set(),set(),[],-1.0
4895,15.0,2749.0,5630.0,"the face-plate , which pops out for the battery , pops open by itself every 10 minutes or so .",face plate pop batteri pop open everi minut,"['minutes', 'battery']",-1.0,{'open'},set(),[],1.0
4896,15.0,2749.0,5631.0,"the player hangs up on file transfer every once-in-a-while , prompting a reset .",player hang file transfer everi onc prompt reset,"['transfer', 'player', 'file']",-1.0,set(),set(),[],-1.0
4897,15.0,2749.0,5632.0,the scroll button is overly sensitive at times ; not sensitive enough at others .,scroll button sensit time not_sensit,"['scroll', 'button']",-1.0,{'sensit'},set(),['sensitive times'],-1.0
4898,15.0,2749.0,5633.0,depressing the scroll button ( for selecting ) is not always responsive .,depress scroll button select not_alway respons,"['scroll', 'button']",-1.0,{'respons'},set(),[],-1.0
4899,15.0,2749.0,5634.0,the scroll bar problems make the task of creating playlists more frustrating .,scroll bar problem task creat playlist frustrat,"['scroll', 'problem', 'playlists']",-1.0,{'frustrat'},set(),[],-1.0
4900,15.0,2749.0,5635.0,"on the positive side , the sound of the player is pretty good , once you have everything configured .",posit sound player pretti good onc everyth configur,['player'],1.0,"{'good', 'posit'}",set(),[],1.0
4901,15.0,2749.0,5636.0,"i have n't had time to really push this player to the limit , but audio aspects on the nomad are satisfactory , as should be expected from creative labs .",not_had time realli push player limit audio aspect nomad satisfactori expect creativ lab,"['player', 'nomad', 'labs']",1.0,"{'audio', 'satisfactori', 'creativ'}",set(),['audio aspects'],1.0
4902,15.0,2749.0,5637.0,"overall , a very disappointing product .",overal veri disappoint product,['product'],-1.0,{'disappoint'},{'disappointing'},[],1.0
4903,15.0,2749.0,5638.0,"the setup process for the nomad is infuriating , and the interface with the player is sub-par .",setup process nomad infuri interfac player sub par,"['player', 'nomad', 'interface']",-1.0,{'par'},set(),[],-1.0
4904,15.0,2749.0,5639.0,the player 's mechanics are also flawed .,player mechan flaw,['player'],-1.0,{'flaw'},set(),[],1.0
4905,15.0,2749.0,5640.0,"although the sound-quality is good , it takes more than good sound on a portable-mp 3 player to result in a good product .",sound qualiti good good sound portabl mp player result good product,"['quality', 'product', 'player']",-1.0,"{'good', 'more', 'portabl'}",{'good'},['portable sound'],1.0
4907,15.0,2750.0,5642.0,"when it came down to it , the price on this player is hard to beat .",came price player hard beat,"['price', 'player']",1.0,{'hard'},set(),[],1.0
4911,15.0,2750.0,5646.0,"one beef is the scroll , it does n't work as well as i 'd like .",beef scroll doe not_work like,['scroll'],-1.0,set(),set(),[],-1.0
4912,15.0,2750.0,5647.0,other than that this thing is great ...,thing great,['thing'],1.0,"{'great', 'other'}",set(),[],1.0
4914,15.0,2751.0,5649.0,zennx 's replaceable battery was the deciding factor in my purchase of zennx over ipod .,zennx replac batteri decid factor purchas zennx ipod,"['battery ipod', 'ipod', 'battery']",1.0,{'replac'},set(),['replaceable battery'],1.0
4917,15.0,2751.0,5652.0,"the zennx will keep running for the price of a replacement battery , just like any other battery-powered appliance .",zennx run price replac batteri like ani batteri power applianc,"['price', 'battery']",1.0,{'other'},set(),[],1.0
4918,15.0,2751.0,5653.0,deficiencies with zennx are easily overcome with 3rd-party earphones ( $ 20 + ) and software ( $ 25 ).,defici zennx easili overcom 3rd parti earphon $ + softwar $,['software'],-1.0,{'3rd'},set(),[],1.0
4927,15.0,2752.0,5662.0,"i love my new nomad , its great !",love new nomad great,['nomad'],1.0,"{'new', 'great'}",{'new'},[],1.0
4930,15.0,2752.0,5665.0,"for some this might be a problem , but for the price of a 30 gig ipod , you can get a 60gb nomad , the ipod simply pales in comparison .",problem price gig ipod gb nomad ipod simpli pale comparison,"['price ipod', 'price gb', 'nomad gb', 'gb ipod', 'problem', 'price', 'nomad', 'ipod', 'gb']",1.0,set(),set(),[],1.0
4931,15.0,2752.0,5666.0,"the software is very easy to use , and within 30 minutes of opening my box , i was out and about listening to any one of my 80 cds .",softwar veri easi use minut open box listen ani cds,"['software', 'minutes']",1.0,{'easi'},set(),[],1.0
4932,15.0,2752.0,5667.0,"the free ( i didnt know they still did that ) carrying case is really protective , and to me its the only accessory you need ( except good headphones ) .",free nt know carri case realli protect onli accessori need good headphon,"['headphone', 'case']",1.0,"{'free', 'good', 'onli', 'protect'}",set(),['protective accessory'],-1.0
4933,15.0,2752.0,5668.0,"on the subject of headphones , this thing seems like a normal mp3 player when you use the headphones they give you in the box , but invest 30 dollars in a nice pair and the sound quality goes up through the roof !",subject headphon thing like normal mp3 player use headphon box invest dollar nice pair sound qualiti goe roof,"['thing', 'quality', 'player', 'pair', 'headphone']",1.0,"{'nice', 'normal', 'sound'}","{'nice', 'normal'}","['nice quality', 'subject headphones']",1.0
4935,15.0,2752.0,5670.0,"but if you want a great deal and a great mp3 player , get the nomad .",want great deal great mp3 player nomad,"['player', 'nomad']",1.0,{'great'},{'great'},[],1.0
4936,15.0,2752.0,5671.0,best electronic i 've bought since i was born .,best electron ve bought sinc born,[],1.0,"{'best', 'electron'}",set(),[],1.0
4946,15.0,2753.0,5681.0,"so easy to set up , had some problems with my archos .",easi set problem archo,['problem'],1.0,{'easi'},set(),[],1.0
4948,15.0,2753.0,5683.0,"just easily drag and drop files into the nomad explorer and from there you easily alter id tags and sort your music according to your liking , by artist , song title , genre , etc.",easili drag drop file nomad explor easili alter d tag sort music accord like artist song titl genr etc,"['file song', 'nomad file', 'music file', 'song', 'nomad', 'music', 'genre', 'file', 'explorer', 'artist']",1.0,set(),set(),[],-1.0
4949,15.0,2753.0,5684.0,"not only is it functional and runs super smooth & fast , but it is also eye candy .",not_on function run super smooth fast eye candi,[],1.0,"{'smooth', 'function', 'fast'}",set(),[],1.0
4950,15.0,2753.0,5685.0,very sleek & stylish as well as the screen options and visuals it has .,veri sleek stylish screen option visual,"['screen', 'options']",1.0,"{'stylish', 'sleek'}",set(),[],1.0
4951,15.0,2753.0,5686.0,"the leather case it comes with is pretty nice , similar to a pda style case and does hold and protect it perfectly .",leather case come pretti nice similar pda style case doe hold protect perfect,['case'],1.0,"{'nice', 'pda', 'similar'}",set(),[],-1.0
4952,15.0,2753.0,5687.0,all the buttons & neccessary lil ' gadgets are on the sides of the player which is nice for when you are holding it in the palm of your hand .,button neccessari lil gadget player nice hold palm hand,"['player', 'button']",1.0,"{'nice', 'neccessari'}",set(),[],1.0
4953,15.0,2753.0,5688.0,the sound quality is also nice ... after i hooked up my sony headphones instead of those factory earbuds it comes with .,sound qualiti nice hook soni headphon instead factori earbud come,"['quality', 'headphone']",1.0,"{'nice', 'sound'}",set(),[],1.0
4954,15.0,2753.0,5689.0,"lots of sound options , has an equalizer almost like winamp with the options .",lot sound option equal like winamp option,['options'],1.0,{'sound'},set(),[],1.0
4955,15.0,2753.0,5690.0,navigation is so smooth and finding files is a cinch .,navig smooth find file cinch,"['navigation', 'file']",1.0,{'smooth'},set(),[],1.0
4956,15.0,2753.0,5691.0,also navigating while playing music is a plus unlike my previous player .,navig play music plus unlik previous player,"['player', 'navigation', 'music']",1.0,{'previous'},{'previous'},['previous player'],1.0
4958,15.0,2753.0,5693.0,"oh , and the screen saver feature is pretty sweet ^ _ ^",oh screen saver featur pretti sweet ^ ^,"['screen', 'feature']",1.0,{'sweet'},set(),[],1.0
4959,15.0,2753.0,5694.0,"another plus in my book , no file limits !",anoth plus book not_fil limit,[],1.0,set(),set(),[],1.0
4961,15.0,2753.0,5696.0,i have over 2000 files in my playlist at the moment and the random does a nice job mixing it up .,file playlist moment random doe nice job mix,"['playlists', 'file']",1.0,"{'nice', 'random'}",set(),['random mixing'],-1.0
4962,15.0,2753.0,5697.0,i am quite happy having over 10 gigs of music stored on this baby as well as a few gigs of media files in the data folder .,quit happi gig music store babi gig media file data folder,"['music file', 'music', 'folder', 'file']",1.0,"{'happi', 'few'}",set(),[],1.0
4966,15.0,2753.0,5701.0,i really have no complaints over this unit .,realli not_complaint unit,[],1.0,set(),set(),[],1.0
4967,15.0,2753.0,5702.0,i really do recommend this to anyone in need of a new player .,realli recommend anyon need new player,['player'],1.0,{'new'},{'new'},[],1.0
4969,15.0,2754.0,5704.0,getting the program to install properly has been a living hell experience .,program instal proper live hell experi,['program'],-1.0,set(),set(),[],-1.0
4972,15.0,2754.0,5707.0,"also , the instruction manual is very bad .",instruct manual veri bad,[],-1.0,{'bad'},set(),[],1.0
4973,15.0,2755.0,5708.0,i have no complaints with this mp3 player .,not_complaint mp3 player,['player'],1.0,set(),set(),[],1.0
4974,15.0,2755.0,5709.0,getting files onto it is quick and painless .,file quick painless,['file'],1.0,"{'quick', 'painless'}",set(),[],1.0
4975,15.0,2755.0,5710.0,then sorting the files is easy as pie .,sort file easi pie,['file'],1.0,{'easi'},set(),[],1.0
4976,15.0,2755.0,5711.0,and it holds sooooo much music and audio files .,hold sooooo music audio file,"['music file', 'music', 'file']",1.0,"{'audio', 'much'}",set(),[],1.0
4977,15.0,2755.0,5712.0,my music demands are pretty intense and this handles those demands without problems .,music demand pretti intens handl demand problem,"['problem', 'music']",1.0,{'intens'},set(),['intense handles'],1.0
4981,15.0,2755.0,5716.0,the battery is nice .,batteri nice,['battery'],1.0,{'nice'},set(),[],1.0
4983,15.0,2755.0,5718.0,the lcd screen was very large and readable .,lcd screen veri larg readabl,['screen'],1.0,"{'readabl', 'larg'}",set(),[],1.0
4987,15.0,2755.0,5722.0,"compared to everything else in this category , this is most definately the best bang for the buck .",compar everyth els categori defin best bang buck,[],1.0,{'best'},set(),[],1.0
5000,15.0,2756.0,5735.0,i gave the zen 5 stars because it 's excellent for the class that it is in and it 's not really appropriate to rate it based on players in a different class .,gave zen star becaus excel class not_real appropri rate base player differ class,"['zen', 'stars', 'player']",1.0,"{'differ', 'excel', 'appropri'}",set(),['excellent class'],1.0
5005,15.0,2757.0,5740.0,transfering - i could not get my songs to completely transfer via usb 1.1 or 2.0 .,transfer not_get song complet transfer usb 1.1 2.0,"['usb', 'transfer', 'song']",-1.0,set(),set(),['not_get songs'],1.0
5006,15.0,2757.0,5741.0,"it would only transfer 30 or so songs , and then come up with an error .",onli transfer song come error,"['transfer', 'song']",-1.0,set(),set(),[],-1.0
5008,15.0,2757.0,5743.0,"scroll button - the scroll wheel was a nice idea to keep less clutter , but the button would sometimes get stuck or keep scrolling .",scroll button scroll wheel nice idea clutter button sometim stuck scroll,"['scroll', 'button']",-1.0,"{'nice', 'less'}",set(),['nice idea'],-1.0
5009,15.0,2757.0,5744.0,size - bigger than the ipod,size bigger ipod,['ipod'],-1.0,{'bigger'},set(),[],1.0
5010,15.0,2757.0,5745.0,"software - music match jukebox is n't the greatest , the search funtion is n't fast even when accessing it with the hotkey shortcut .",softwar music match jukebox not_th greatest search funtion not_fast access hotkey shortcut,"['software', 'music', 'jukebox']",-1.0,{'greatest'},set(),['greatest funtion'],-1.0
5017,15.0,2757.0,5752.0,"sound quality was the same between the two , but the zen did have more sound adjustments with the normal eax features .",sound qualiti zen sound adjust normal eax featur,"['zen', 'quality', 'feature']",1.0,"{'more', 'normal', 'sound', 'same'}",set(),['sound quality'],1.0
5021,15.0,2758.0,5756.0,i love this player .,love player,['player'],1.0,set(),set(),[],1.0
5023,15.0,2758.0,5758.0,"all i have to say is that i did freeze on me once , but it has n't done it since .",freez onc not_don sinc,[],-1.0,set(),set(),[],-1.0
5024,15.0,2758.0,5759.0,i love this player and would probably go with creative labs again .,love player probabl creativ lab,"['player', 'labs']",1.0,{'creativ'},set(),['creative labs'],1.0
5025,15.0,2758.0,5760.0,"the software was great , as long as you have an adminstrative user account ( windows xp ) .",softwar great long adminstr user account window xp,"['windows', 'software']",1.0,"{'adminstr', 'great'}",set(),[],1.0
5028,15.0,2758.0,5763.0,"anyway , this player is a great deal and i really love it .",player great deal realli love,['player'],1.0,{'great'},set(),['great deal'],1.0
5029,15.0,2759.0,5764.0,"first , the cons ... a tad bulky ... not the most asthetic looking player ... and does n't support a folder stucture .",con tad bulki not_th asthet look player doe not_support folder stuctur,"['player', 'folder']",-1.0,"{'bulki', 'asthet'}","{'asthetic', 'looking'}",['asthetic player'],-1.0
5031,15.0,2759.0,5766.0,way less expensive than the ipod .,way expens ipod,"['ipod way', 'way', 'ipod']",1.0,{'expens'},set(),['expensive ipod'],1.0
5034,15.0,2759.0,5769.0,i find it pretty easy to use ... and unlike the remote interface for the audigy 2 nx ( on the pc ) .. .,find pretti easi use unlik remot interfac audigi nx pc,['interface'],1.0,"{'easi', 'remot'}",set(),[],1.0
5037,15.0,2759.0,5772.0,the cons are n't really a big deal to me ... except one con that does annoy me is the way it stores files ... no folder structure ... and it 's based on the title of the songs ... many of my songs where seperated into folders ( on the pc ) ... and a few had same titles ... so i had to change the titles to make sure that i did n't have any that might be the same as another .,con not_real big deal con doe annoy way store file not_fold structur base titl song mani song seper folder pc titl chang titl sure not_hav ani anoth,"['file song', 'way', 'song', 'folder', 'file']",-1.0,"{'mani', 'big', 'few', 'sure', 'same'}",set(),[],-1.0
5038,15.0,2759.0,5773.0,and man ... i had to work to put my chinese songs on the player ... because i had the actual chinese names of the songs as the title ..,man work chines song player becaus actual chines song titl,"['work', 'song', 'player']",-1.0,"{'chines', 'actual'}",set(),"['chinese songs', 'actual names']",1.0
5043,15.0,2759.0,5778.0,not counting the time i spent editing the songs ( i suppose i should 've done it anyway on my pc ) the transfer was pretty painless .,not_count time spent edit song suppos ve pc transfer pretti painless,"['transfer', 'song']",1.0,{'painless'},set(),[],1.0
5056,15.0,2760.0,5791.0,"bought the 30gb xtra a couple of weeks ago , and so far it has been excellent .",bought gb xtra coupl week ago far excel,"['gb xtra', 'xtra', 'gb']",1.0,{'excel'},set(),['xtra couple'],1.0
5057,15.0,2760.0,5792.0,"i still have over 19gb left , and already have over 200 cd 's on it .",gb left alreadi cd,"['gb', 'cd']",1.0,set(),set(),[],1.0
5060,15.0,2760.0,5795.0,"both are very easy to learn & use , and intuitive enough for even a novice .",veri easi learn use intuit novic,[],1.0,"{'easi', 'intuit'}",set(),[],1.0
5062,15.0,2760.0,5797.0,"ripping & transferring tunes is basic , and pretty fast ( even on a 1.1 usb ) .",rip transfer tune basic pretti fast 1.1 usb,"['usb', 'transfer']",1.0,{'basic'},set(),[],1.0
5063,15.0,2760.0,5798.0,"people also have complained about the case not having a window , but that 's not really a big deal to me either -- the case is sturdy and offers very good protection .",peopl complain case not_hav window not_real big deal case sturdi offer veri good protect,"['windows', 'people', 'case']",1.0,"{'good', 'sturdi', 'big'}",set(),['big case'],1.0
5064,15.0,2760.0,5799.0,it 's easy enough to pop it open to see what song you 're listening to .,easi pop open song listen,['song'],1.0,"{'open', 'easi'}",set(),[],1.0
5065,15.0,2760.0,5800.0,"the sound quality is excellent ( and i 'm fussy with that stuff ) , the unit looks cool , screen is bright and easy to read , and the replaceable battery means a major advantage over the ipod ( besides the price , but everyone knows that ) .",sound qualiti excel m fussi stuff unit look cool screen bright easi read replac batteri mean major advantag ipod besid price everyon know,"['price ipod', 'battery ipod', 'screen', 'quality', 'price', 'ipod', 'battery']",1.0,"{'major', 'replac', 'sound', 'excel', 'bright', 'easi', 'fussi', 'cool'}",set(),['ipod price'],1.0
5066,15.0,2760.0,5801.0,"you of course have some good customization options with the unit as well ( sound presets , navigating options , playlists , etc ) .",cours good custom option unit sound preset navig option playlist etc,"['playlists', 'options', 'navigation']",1.0,"{'good', 'sound'}",set(),[],1.0
5068,15.0,2760.0,5803.0,the only thing i 'm concerned about is the quality / longevity of the buttons on the thing .,onli thing m concern qualiti longev button thing,"['thing', 'quality', 'button']",-1.0,"{'onli', 'concern'}",{'only'},[],-1.0
5069,15.0,2760.0,5804.0,"my "" fast forward "" button works , but it takes a little extra pressure on it to make it go .",fast forward button work littl extra pressur,"['work', 'button']",-1.0,"{'extra', 'littl'}",set(),['little pressure'],-1.0
5071,15.0,2760.0,5806.0,all other buttons are pretty sensitive to touch and work well .,button pretti sensit touch work,"['work', 'button']",1.0,"{'sensit', 'other'}",set(),[],-1.0
5073,15.0,2760.0,5808.0,"but i 've already emailed creative tech support about it , and gotten timely responses - they will fix it for me if necessary .. .",ve alreadi email creativ tech support gotten time respons fix necessari,[],1.0,"{'necessari', 'time', 'creativ'}",set(),[],-1.0
5075,15.0,2760.0,5810.0,"sure , it 's a little bigger than the ipod , but not by much .",sure littl bigger ipod not_bi,['ipod'],-1.0,"{'much', 'bigger'}",set(),[],1.0
5077,15.0,2760.0,5812.0,"it still fits in the palm of your hand , and it 's not heavy .",fit palm hand not_heavi,[],1.0,{'not_heavi'},set(),[],1.0
5082,15.0,2760.0,5817.0,"bottom line ... great product , unbeatable price .",line great product unbeat price,"['product', 'price']",1.0,"{'great', 'unbeat', 'bottom'}","{'unbeatable', 'great'}",[],1.0
5087,15.0,2761.0,5822.0,"unlike my 3 other mp3 players , this thing will only work properly if you have id3 tags on all of your tracks .",unlik mp3 player thing onli work proper id3 tag track,"['work', 'track', 'thing', 'player']",-1.0,{'other'},set(),[],-1.0
5088,15.0,2761.0,5823.0,"if you do n't have tags , it 'll lump all of your tracks into the same directory and they cannot be searched via artist or album as the zen does not recognize folders .",not_hav tag ll lump track directori not_b search artist album zen doe not_recogn folder,"['artist album', 'zen', 'track', 'folder', 'artist', 'album']",-1.0,{'same'},set(),['not_have tags'],-1.0
5091,15.0,2762.0,5826.0,i just received my 40gb zen xtra yesterday and i 'm extremely pleased with it .,receiv gb zen xtra yesterday m extrem pleas,"['zen xtra', 'gb zen', 'gb xtra', 'zen', 'xtra', 'gb']",1.0,{'pleas'},set(),[],1.0
5096,15.0,2762.0,5831.0,the setup and transfer process was cake for me .,setup transfer process cake,['transfer'],1.0,set(),set(),[],-1.0
5098,15.0,2762.0,5833.0,i did have to put a little work into renaming some duplicate file names to get all my music on my zen xtra but it was n't a big problem .,littl work renam duplic file music zen xtra not_a big problem,"['zen xtra', 'zen file', 'music file', 'zen', 'xtra', 'work', 'problem', 'music', 'file']",-1.0,"{'littl', 'big'}","{'little', 'big'}","['little work', 'big problem']",-1.0
5099,15.0,2762.0,5834.0,"the explorer program did shut down a couple times while i was renaming titles and changing genres but i did n't have to reboot the computer or anything , just open up explorer again .",explor program shut coupl time renam titl chang genr not_hav reboot comput anyth open explor,"['program', 'genre', 'explorer', 'computer']",-1.0,set(),set(),['open explorer'],-1.0
5102,15.0,2762.0,5837.0,the unit itself did lock up a few times and i had to hit the reset button but that was a fairly painless process as well .,unit lock time hit reset button fair painless process,['button'],-1.0,"{'few', 'painless'}",set(),['painless process'],-1.0
5104,15.0,2762.0,5839.0,now that i have all my music on it there has n't been any more problems .,music not_been ani problem,"['problem', 'music']",1.0,{'more'},set(),[],1.0
5105,15.0,2762.0,5840.0,the screen is large and bright and has all the info i need where i need it .,screen larg bright info need need,['screen'],1.0,"{'bright', 'larg'}",set(),['large info'],1.0
5107,15.0,2762.0,5842.0,the eax mode that keeps the volume at the same level for any song will come in handy when i take my holiday plane rides .,eax mode volum level ani song come handi holiday plane ride,['song'],1.0,"{'handi', 'same'}",set(),['handy rides'],1.0
5108,15.0,2762.0,5843.0,the little jog dial seems weak and quirky and i hope i do n't figure out a way to break it .,littl jog dial weak quirki hope not_figur way break,['way'],-1.0,"{'littl', 'quirki', 'weak'}",set(),['quirky hope'],-1.0
5110,15.0,2762.0,5845.0,all in all though i 'm very happy with my new mp3 player .,m veri happi new mp3 player,['player'],1.0,"{'happi', 'new'}",{'new'},[],1.0
5113,15.0,2763.0,5848.0,i purchased the nomad jukebox zen xtra 40gb and it is fantastic !,purchas nomad jukebox zen xtra gb fantast,"['zen xtra', 'nomad zen', 'gb zen', 'gb xtra', 'nomad gb', 'zen', 'xtra', 'nomad', 'jukebox', 'gb']",1.0,{'fantast'},set(),[],1.0
5114,15.0,2763.0,5849.0,i have windows xp pro and when installing the enclosed software i did receive a message that there was a problem installing the driver .,window xp pro instal enclos softwar receiv messag problem instal driver,"['windows', 'software', 'problem']",-1.0,set(),set(),[],-1.0
5116,15.0,2763.0,5851.0,i found using the supplied mediasource software very easy .,found use suppli mediasourc softwar veri easi,"['software', 'mediasource']",1.0,set(),set(),[],1.0
5118,15.0,2763.0,5853.0,ripping your songs and creating playlists could n't be any easier .,rip song creat playlist not_b ani easier,"['song', 'playlists']",1.0,{'easier'},set(),[],1.0
5119,15.0,2763.0,5854.0,i found using mediasource to load your songs to the nomad jukebox to be much easier and faster than using windows explorer .,found use mediasourc load song nomad jukebox easier faster use window explor,"['windows', 'song', 'nomad', 'mediasource', 'jukebox', 'explorer']",1.0,{'easier'},set(),['faster explorer'],1.0
5121,15.0,2763.0,5856.0,being a creative product the playback quality is unbeatable .,creativ product playback qualiti unbeat,"['quality', 'product']",1.0,"{'playback', 'unbeat', 'creativ'}",{'creative'},['creative playback'],1.0
5123,15.0,2763.0,5858.0,when i played back a symphony orchestra you would swear that you were seated dead center in front of the orchestra - it 's that good !,play symphoni orchestra swear seat dead center orchestra good,[],1.0,"{'dead', 'good'}",set(),[],1.0
5124,15.0,2763.0,5859.0,the sound quality with jazz and pop music is equally superior .,sound qualiti jazz pop music equal superior,"['quality', 'music']",1.0,"{'sound', 'superior'}",set(),[],1.0
5125,15.0,2763.0,5860.0,actually using the nomad jukebox is easy and uncomplicated .,actual use nomad jukebox easi uncompl,"['nomad', 'jukebox']",1.0,"{'easi', 'uncompl'}",set(),[],1.0
5126,15.0,2763.0,5861.0,finding a particular song ( s ) or album on the nomad jukebox is fast and easy .,find particular song s album nomad jukebox fast easi,"['song', 'nomad', 'jukebox', 'album']",1.0,"{'easi', 'fast', 'particular'}",{'particular'},['particular song'],1.0
5128,15.0,2763.0,5863.0,the high resolution screen is easy to read and has a backlight .,high resolut screen easi read backlight,['screen'],1.0,"{'easi', 'high'}",set(),['high resolution'],1.0
5129,15.0,2763.0,5864.0,"i can highly recommend this product because of its ease of use ( hardware and software ) , playback quality and value for the price .",high recommend product becaus eas use hardwar softwar playback qualiti valu price,"['software', 'quality', 'product', 'price']",1.0,set(),set(),[],1.0
5130,15.0,2764.0,5865.0,just bought one & i 've enjoyed it to date .,bought ve enjoy date,[],1.0,set(),set(),[],1.0
5131,15.0,2764.0,5866.0,"nice palm sized unit , somewhat bigger then the ipod but not an issue if you 're not going to try & jog with it or something .",nice palm size unit somewhat bigger ipod not_an issu not_go tri jog someth,"['issue', 'ipod']",1.0,"{'size', 'nice', 'bigger'}",set(),[],-1.0
5132,15.0,2764.0,5867.0,"all reviews i 've seen seem to indicate that the creative mp3 jukeboxes have the best sound quality of these 2nd generation jukeboxed ( ipod , archos , dell , samsung ) .",review ve seen indic creativ mp3 jukebox best sound qualiti 2nd generat jukebox ipod archo dell samsung,"['review', 'quality', 'jukebox', 'ipod']",1.0,"{'sound', 'best', '2nd', 'creativ'}",set(),['2nd generation'],1.0
5133,15.0,2764.0,5868.0,the eax settings are somewhat superfluous but not really a negative .,eax set somewhat superflu not_real negat,[],1.0,"{'superflu', 'negat'}",set(),[],-1.0
5134,15.0,2764.0,5869.0,"i 've tried the belkin fm transmitter unit with it & it worked well when i set it on top of a portable radio , but was awful trying to use in the car which is somewhat of a disappointment .",ve tri belkin fm transmitt unit work set portabl radio aw tri use car somewhat disappoint,['work'],-1.0,"{'aw', 'portabl'}",set(),[],1.0
5136,15.0,2764.0,5871.0,- the controls are much inferior to the simple ipod ones .,control inferior simpl ipod,"['ipod', 'controls']",-1.0,"{'simpl', 'inferior'}",set(),['ipod ones'],1.0
5137,15.0,2764.0,5872.0,the black fly wheel feels pretty cheap & is uncomfortable to use .,black fli wheel feel pretti cheap uncomfort use,[],-1.0,"{'uncomfort', 'cheap', 'black'}",set(),[],-1.0
5138,15.0,2764.0,5873.0,the locations of various buttons on one side or the other is somewhat illogical,locat button somewhat illog,['button'],-1.0,"{'various', 'illog', 'other'}",set(),[],-1.0
5139,15.0,2764.0,5874.0,- included creative software is pretty poor .,includ creativ softwar pretti poor,['software'],-1.0,"{'poor', 'creativ'}",set(),[],-1.0
5143,15.0,2764.0,5878.0,- great value 40gb vs 10 gb ipod for the price,great valu gb vs gb ipod price,"['price ipod', 'price gb', 'gb ipod', 'price', 'ipod', 'gb']",1.0,{'great'},set(),['ipod price'],1.0
5144,15.0,2764.0,5879.0,- best in class sound,best class sound,[],1.0,{'best'},set(),[],1.0
5145,15.0,2764.0,5880.0,- large easy readable screen,larg easi readabl screen,['screen'],1.0,"{'readabl', 'larg', 'easi'}","{'readable', 'easy', 'large'}",[],1.0
5150,15.0,2765.0,5885.0,"i tried to play the song three times , with no success .",tri play song time not_success,['song'],-1.0,set(),set(),[],1.0
5151,15.0,2765.0,5886.0,"it would either not play the song at all , or skip wildly , no matter that the unit was resting on my desk .",not_play song skip wild not_matt unit rest desk,['song'],-1.0,set(),set(),['not_matter unit'],-1.0
5155,15.0,2765.0,5890.0,"had there been strange noises , or obvious defects , i would have accepted a replacement , but this is clearly from a defective and inferior operating system and i for one do not intend on waiting for patches .",strang nois obvious defect accept replac clear defect inferior oper system not_intend wait patch,[],-1.0,"{'defect', 'obvious', 'inferior', 'strang'}",set(),[],-1.0
5162,15.0,2766.0,5897.0,"working for 10 hours with it on "" shuffle "" totally rocks ! !",work hour shuffl total rock,"['work', 'hours']",1.0,set(),set(),[],1.0
5163,15.0,2766.0,5898.0,i love it ! !,love,[],1.0,set(),set(),[],1.0
5165,15.0,2767.0,5900.0,this product is too fragile for normal use .,product fragil normal use,['product'],-1.0,"{'normal', 'fragil'}",set(),['fragile use'],1.0
5167,15.0,2768.0,5902.0,i had no problems setting up the software and getting my favorite cd 's transferred .,not_problem set softwar favorit cd transfer,"['transfer', 'software', 'cd']",1.0,{'favorit'},{'favorite'},[],1.0
5168,15.0,2768.0,5903.0,"however , the creative software is not real intuitive .",howev creativ softwar not_real intuit,['software'],-1.0,"{'intuit', 'creativ'}",set(),[],1.0
5169,15.0,2768.0,5904.0,"the software is somewhat nice to look at , using it is not the easiest .",softwar somewhat nice look use not_th easiest,['software'],-1.0,"{'nice', 'easiest'}",set(),[],-1.0
5170,15.0,2768.0,5905.0,"if you want to rename a cd title that you have already transferred , you will become frustrated quite quickly .",want renam cd titl alreadi transfer becom frustrat quit quick,"['transfer', 'cd']",-1.0,{'frustrat'},set(),[],-1.0
5172,15.0,2768.0,5907.0,transfers are surprisingly quick through usb 2.0 .,transfer surpris quick usb 2.0,"['usb', 'transfer']",1.0,{'quick'},set(),[],1.0
5173,15.0,2768.0,5908.0,"it is great sounding , even with the supplied earbuds .",great sound suppli earbud,[],1.0,{'great'},set(),[],1.0
5174,15.0,2768.0,5909.0,"i must have differing preferences than others here , as i prefer the supplied earbuds to the sony 's that i thought sounded good on other players .",differ prefer prefer suppli earbud soni thought sound good player,['player'],1.0,"{'good', 'other'}",set(),[],1.0
5175,15.0,2768.0,5910.0,i love the storage in this thing .,love storag thing,"['thing', 'storage']",1.0,set(),set(),[],1.0
